"state","county","AQI_2019","AQI_4years","SO2","O3","PM2.5","PM10","NO2","NO","NOx","CO"
"Alabama","Baldwin",37,36.25,NA,0.040489,7.551402,NA,NA,NA,NA,NA
"Alabama","Clay",30,29.25,NA,NA,7.550467,NA,NA,NA,NA,NA
"Alabama","Colbert",37,36.75,NA,0.038221,7.213235,NA,NA,NA,NA,NA
"Alabama","DeKalb",39,38.25,NA,0.044582,7.55,NA,NA,NA,NA,NA
"Alabama","Elmore",39,36.75,NA,0.040902,NA,NA,NA,NA,NA,NA
"Alabama","Etowah",43,45.25,NA,0.044016,8.410526,NA,NA,NA,NA,NA
"Alabama","Houston",35,35,NA,0.037248,8.115652,NA,NA,NA,NA,NA
"Alabama","Jefferson",53,52,1.335778,0.0429823333333333,8.9335754,20.502022,10.987885,7.1932965,18.218176,0.296159
"Alabama","Lawrence",22,23.25,NA,NA,NA,NA,NA,NA,NA,NA
"Alabama","Madison",44,41,NA,0.044536,6.845,13.6092775,NA,NA,NA,NA
"Alabama","Mobile",42,39.5,0.997009,0.0367865,8.302679,NA,NA,NA,NA,NA
"Alabama","Montgomery",52,47.75,NA,0.040881,8.864151,13.754717,NA,NA,NA,NA
"Alabama","Morgan",41,39.25,NA,0.043561,7.627826,NA,NA,NA,NA,NA
"Alabama","Russell",40,41.5,NA,0.039408,9.312979,NA,NA,NA,NA,NA
"Alabama","Shelby",34,34.25,1.172692,0.043556,NA,NA,NA,NA,NA,NA
"Alabama","Sumter",32,32.25,0.468995,0.036283,NA,NA,NA,NA,NA,NA
"Alabama","Tuscaloosa",35,42.75,NA,0.037436,7.941964,NA,NA,NA,NA,NA
"Alaska","Aleutians East ",11,9.5,NA,NA,NA,NA,NA,NA,NA,NA
"Alaska","Anchorage ",27,26,NA,NA,7.373973,17.6163393333333,NA,NA,NA,0.533726
"Alaska","Bethel ",10,NA,NA,NA,NA,11.512739,NA,NA,NA,NA
"Alaska","Denali ",35,34.25,NA,0.033841,NA,NA,NA,NA,NA,NA
"Alaska","Fairbanks North Star ",38,36.75,5.629616,0.023862,10.909808,19.375,9.223999,14.520877,21.42576,0.378499
"Alaska","Juneau ",20,19.5,NA,NA,6.821739,8.855828,NA,NA,NA,NA
"Alaska","Kenai Peninsula ",7,7,NA,NA,NA,NA,NA,NA,NA,NA
"Alaska","Matanuska-Susitna ",19,27.25,NA,NA,5.5921765,12.5345585,NA,NA,NA,NA
"Alaska","North Slope ",5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Arizona","Apache",10,12.25,NA,NA,2.459322,12.189415,NA,NA,NA,NA
"Arizona","Cochise",45,44.25,NA,0.047832,5.072269,18.8739145,NA,NA,NA,NA
"Arizona","Coconino",45,44.75,NA,0.0472725,NA,NA,NA,NA,NA,NA
"Arizona","Gila",60,75,2.919558,0.051175,NA,19.557474,NA,NA,NA,NA
"Arizona","La Paz",44,43,NA,0.046874,3.259429,11.452247,NA,NA,NA,NA
"Arizona","Maricopa",65,67.75,0.698511333333333,0.0468573043478261,6.7839519,25.5469204,15.269294,5.23604,NA,0.3348665
"Arizona","Mohave",13,16.5,NA,NA,NA,16.043956,NA,NA,NA,NA
"Arizona","Navajo",44,43.75,NA,0.047053,NA,13.12894,NA,NA,NA,NA
"Arizona","Pima",47,49.5,0.110205,0.045039375,3.4131085,19.4234016666667,7.3725015,1.2712215,8.676226,0.198437
"Arizona","Pinal",63,68.5,NA,0.047857,6.90417033333333,36.2576990769231,NA,NA,NA,NA
"Arizona","Santa Cruz",31,33.25,NA,NA,8.804802,31.815864,NA,NA,NA,NA
"Arizona","Yavapai",43,43,NA,0.046755,NA,NA,NA,NA,NA,NA
"Arizona","Yuma",45,45.25,NA,0.045661,7.930685,35.016438,NA,NA,NA,NA
"Arkansas","Arkansas",30,31.5,NA,NA,7.930508,NA,NA,NA,NA,NA
"Arkansas","Ashley",33,32.25,NA,NA,8.195,NA,NA,NA,NA,NA
"Arkansas","Benton",35,NA,NA,NA,8.216721,NA,NA,NA,NA,NA
"Arkansas","Clark",32,32.75,NA,0.037567,NA,NA,NA,NA,NA,NA
"Arkansas","Craighead",30,NA,NA,NA,7.52449,NA,NA,NA,NA,NA
"Arkansas","Crittenden",40,40.25,NA,0.042022,8.278151,NA,7.558325,3.23512,10.591261,NA
"Arkansas","Garland",38,34.75,NA,NA,8.87931,NA,NA,NA,NA,NA
"Arkansas","Jackson",34,31.25,NA,NA,8.169231,NA,NA,NA,NA,NA
"Arkansas","Newton",36,36.5,NA,0.03924,NA,NA,NA,NA,NA,NA
"Arkansas","Polk",39,39.25,NA,0.0415,8.674167,NA,NA,NA,NA,NA
"Arkansas","Pulaski",45,44,0.875754,0.0378525,10.173364,18.038157,7.863634,4.370991,12.017552,0.371373
"Arkansas","Union",35,28.75,NA,NA,9.054167,NA,NA,NA,NA,NA
"Arkansas","Washington",43,41.75,NA,0.039985,8.0075,14.967213,NA,NA,NA,NA
"California","Alameda",41,46.25,0.344638,0.0315826,7.3315405,NA,11.6662503333333,7.23417033333333,18.9438346666667,0.443111
"California","Amador",39,38.5,NA,0.041903,NA,NA,NA,NA,NA,NA
"California","Butte",46,52.25,NA,0.0424475,7.934524,19.914286,7.075691,2.442039,9.517594,0.230935
"California","Calaveras",42,47.5,NA,0.043594,5.460947,12.625369,NA,NA,NA,NA
"California","Colusa",39,41,NA,0.037036,6.5914755,28.030387,NA,NA,NA,NA
"California","Contra Costa",40,43.5,0.771595833333333,0.0371895,7.326542,13.4358723333333,5.92321075,1.887618,7.7940385,0.344041
"California","Del Norte",20,21.25,NA,NA,NA,NA,NA,NA,NA,NA
"California","El Dorado",43,44.5,NA,0.0470176666666667,NA,13.896848,NA,NA,NA,NA
"California","Fresno",60,70.5,0.390718,0.0467358571428571,8.7601284,32.602972,10.4074403333333,3.304558,11.6985826,0.295491
"California","Glenn",40,40.5,NA,0.040744,NA,19.864943,NA,NA,NA,NA
"California","Humboldt",27,32.75,0.466679,0.028293,6.78785,14.706897,2.227113,NA,NA,0.230352
"California","Imperial",58,60.25,0.308846,0.03766425,8.51629266666667,36.5292366,8.345097,4.2877915,12.661652,0.237206
"California","Inyo",47,46.75,0.079353,0.0419193333333333,4.257995,13.8693600666667,NA,0.047913,NA,0.10221
"California","Kern",67,78.75,NA,0.0497275,9.442399,32.731835,11.7972768,3.20846425,12.599388,0.24713
"California","Kings",56,66.25,NA,0.045282,12.0996445,48.650577,8.406359,3.102482,11.508791,NA
"California","Lake",31,33,NA,0.034347,3.141667,8.015725,NA,NA,NA,NA
"California","Los Angeles",71,74.75,0.373772333333333,0.0452283076923077,9.83374,22.8490785,13.5704176428571,7.45042884615385,21.427675,0.336000538461538
"California","Madera",50,55.75,NA,0.045405,10.085019,35.56213,5.990549,1.019257,7.00928,NA
"California","Marin",33,34.75,NA,0.032642,6.38017,13.355932,8.083286,3.540016,11.535485,0.310169
"California","Mariposa",47,48,NA,0.051523,NA,20.122642,NA,NA,NA,NA
"California","Mendocino",33,35.5,NA,0.031063,5.6498235,12.08427,NA,NA,NA,NA
"California","Merced",48,51.5,NA,0.044598,9.3670565,28.819672,6.274088,1.096366,7.370647,NA
"California","Mono",27,21.5,NA,NA,5.8614685,31.371696,NA,NA,NA,NA
"California","Monterey",37,37.5,NA,0.0357973333333333,4.44526,19.070796,3.923354,0.394728,4.437696,0.236612
"California","Napa",35,38.75,NA,0.036303,5.923099,13.214286,4.840752,1.806104,6.664146,0.274694
"California","Nevada",44,45.25,NA,0.047082,5.7871945,NA,NA,NA,NA,NA
"California","Orange",48,51.5,NA,0.0442173333333333,8.2709725,19.1104395,14.687424,9.69003233333333,24.426591,0.34715725
"California","Placer",48,48.25,NA,0.0436918,6.706303,14.363889,6.626391,2.023092,8.626667,NA
"California","Plumas",25,31.75,NA,NA,9.363595,NA,NA,NA,NA,NA
"California","Riverside",77,83.25,0.415796,0.0497244666666667,7.415789,28.7733827272727,7.56511371428571,3.9329802,13.5085548,0.25338825
"California","Sacramento",46,51.25,0.382436,0.0409403333333333,6.7113358,19.72711375,6.2125476,2.7843858,9.3048028,0.330236
"California","San Benito",38,39.5,NA,0.039936,4.918258,16.598315,NA,NA,NA,NA
"California","San Bernardino",80,83.75,1.25695166666667,0.0535865833333333,10.2339074,24.0489685,16.285539,12.9683716,33.4378076,0.2923705
"California","San Diego",64,64.75,0.066576,0.0429845,9.1119588,21.41167925,8.368098125,2.87288075,11.359174875,0.400145
"California","San Francisco",36,36.75,NA,0.031793,7.667409,13.733333,9.655391,3.677392,13.333742,0.303286
"California","San Joaquin",45,51,NA,0.039924,8.900519,23.9524843333333,8.265132,3.6011265,11.8663085,0.26094
"California","San Luis Obispo",46,50,0.028492,0.0393881428571429,5.641006,18.5674377142857,2.8170395,1.309973,4.4859665,NA
"California","San Mateo",35,36.25,NA,0.032678,6.986047,NA,9.05804,4.557803,13.624096,0.378552
"California","Santa Barbara",43,44.5,0.129755,0.0367747272727273,5.319865,16.0972918333333,1.85656466666667,0.452463777777778,2.31179477777778,0.121252666666667
"California","Santa Clara",41,42.25,0.1389,0.03696575,7.43953066666667,18.258333,12.5532425,6.5098675,18.935956,0.4432235
"California","Santa Cruz",35,34.5,NA,0.035425,5.608498,NA,NA,NA,NA,NA
"California","Shasta",42,42.5,NA,0.03962275,6.628302,12.473301,NA,NA,NA,NA
"California","Siskiyou",36,32.5,NA,0.03512,5.825419,NA,NA,NA,NA,NA
"California","Solano",40,41.5,0.430361,0.0364143333333333,8.805587,12.125,7.320604,5.19975,12.834632,0.321689
"California","Sonoma",34,35,NA,0.0337865,5.678134,11.7662176666667,3.864154,2.12912,5.989355,0.288706
"California","Stanislaus",49,54,NA,0.042573,9.138077,28.3034675,8.657526,2.162424,10.820596,0.265707
"California","Sutter",44,50.5,NA,0.042566,8.450142,22.322222,6.495619,3.483258,9.977727,NA
"California","Tehama",41,42.5,NA,0.045324,5.429462,14.15,NA,NA,NA,NA
"California","Trinity",18,37.75,NA,NA,NA,NA,NA,NA,NA,NA
"California","Tulare",66,75,NA,0.05033925,12.897345,45.711111,9.560823,2.448383,12.01011,NA
"California","Tuolumne",43,43.5,NA,0.046438,NA,NA,NA,NA,NA,NA
"California","Ventura",46,50.5,NA,0.0444984,6.4981222,21.985978,6.037913,1.163884,7.534768,NA
"California","Yolo",41,41.75,NA,0.0412895,7.715094,18.450532,4.179476,0.80582,4.985271,NA
"Colorado","Adams",47,47,0.848108,0.039808,8.954062,32.623394,16.565301,13.779826,30.469508,0.292314
"Colorado","Alamosa",9,16.25,NA,NA,NA,NA,NA,NA,NA,NA
"Colorado","Arapahoe",46,45.25,NA,0.0479455,6.016102,NA,NA,NA,NA,NA
"Colorado","Archuleta",31,30.5,1.063392,0.045213,NA,18.646724,2.277787,0.353758,2.693092,NA
"Colorado","Boulder",47,43.25,NA,0.045913,6.795139,21.8934425,NA,NA,NA,NA
"Colorado","Clear Creek",46,48.5,NA,0.050632,NA,NA,NA,NA,NA,NA
"Colorado","Delta",41,27.75,NA,0.04402,3.725145,8.467033,1.779714,0.463179,2.284917,NA
"Colorado","Denver",51,51,0.675322,0.040155,8.296895,25.8372805,21.9443985,21.52269025,48.0113663333333,0.381991333333333
"Colorado","Douglas",46,45.75,NA,0.047497,6.224768,NA,NA,NA,NA,NA
"Colorado","El Paso",45,45.5,0.941156,0.047639,4.975429,17.084746,NA,NA,NA,0.35199
"Colorado","Fremont",13,13.25,NA,NA,NA,14.78125,NA,NA,NA,NA
"Colorado","Garfield",44,46.5,NA,0.0441643333333333,3.461096,8.511254,3.753725,0.571769,4.348646,NA
"Colorado","Gilpin",45,NA,NA,0.04855,NA,NA,NA,NA,NA,NA
"Colorado","Gunnison",45,45.25,NA,0.049849,NA,NA,NA,NA,NA,NA
"Colorado","Jackson",6,6,NA,NA,NA,NA,NA,NA,NA,NA
"Colorado","Jefferson",46,46.25,NA,0.04771275,NA,NA,3.586024,0.737526,NA,NA
"Colorado","La Plata",44,45,NA,0.049602,4.212353,13.137931,3.508194,0.719731666666667,4.24149666666667,0.140426
"Colorado","Larimer",48,49.25,NA,0.0452403333333333,5.967123,NA,NA,-0.003487,NA,0.29964
"Colorado","Mesa",44,45.75,NA,0.046104,4.965374,15.935484,NA,NA,NA,0.265087
"Colorado","Montezuma",46,44.5,NA,0.047693,NA,NA,NA,NA,NA,NA
"Colorado","Pitkin",10,12.25,NA,NA,NA,12.258929,NA,NA,NA,NA
"Colorado","Prowers",14,16,NA,NA,NA,17.609827,NA,NA,NA,NA
"Colorado","Pueblo",20,21.25,NA,NA,4.721053,17.931624,NA,NA,NA,NA
"Colorado","Rio Blanco",44,44,NA,0.0456155,7.894648,NA,1.6163525,0.1091115,1.7284075,NA
"Colorado","Routt",13,14.5,NA,NA,NA,16.632022,NA,NA,NA,NA
"Colorado","San Juan",5,6.5,NA,NA,NA,NA,NA,NA,NA,NA
"Colorado","San Miguel",11,36,NA,NA,NA,14.044248,NA,NA,NA,NA
"Colorado","Weld",45,46.75,NA,0.040252,8.1647385,NA,NA,NA,NA,0.220071
"Connecticut","Fairfield",43,42.75,0.240933,0.0464605,7.892103,13.816289,7.819831,NA,NA,0.322569
"Connecticut","Hartford",39,39.5,NA,0.043462,7.3077265,13.173818,10.0918855,NA,NA,0.319458
"Connecticut","Litchfield",37,37,0.121621,0.040272,4.998131,8.713396,NA,0.329893,NA,0.14904
"Connecticut","Middlesex",41,41.25,NA,0.044719,NA,NA,NA,NA,NA,NA
"Connecticut","New Haven",41,41.25,0.179747,0.042643,7.7342725,14.790078,11.503546,5.85315,NA,0.247574
"Connecticut","New London",37,35,NA,0.04482,6.520442,11.19337,NA,NA,NA,NA
"Connecticut","Tolland",42,40,NA,0.044005,NA,NA,NA,NA,NA,NA
"Connecticut","Windham",36,34.75,NA,0.042395,NA,NA,NA,NA,NA,NA
"Delaware","Kent",42,39.5,NA,0.045541,6.9200275,NA,NA,NA,NA,NA
"Delaware","New Castle",43,43.25,0.3028215,0.042972,7.5684376,NA,10.278052,4.203379,15.286709,0.249487
"Delaware","Sussex",42,41,0.107767,0.0435505,7.606575,NA,NA,NA,NA,NA
"District Of Columbia","District of Columbia",44,46.5,0.6505895,0.042532,8.17585075,17.019444,11.6821315,8.12642225,19.8442945,0.317687
"Florida","Alachua",35,35.5,NA,0.036884,6.51918,NA,NA,NA,NA,NA
"Florida","Baker",33,32.75,NA,0.036766,NA,NA,NA,NA,NA,NA
"Florida","Bay",38,38.25,NA,0.0386,NA,NA,NA,NA,NA,NA
"Florida","Brevard",36,37.75,NA,0.0354335,7.1,15.344828,NA,NA,NA,NA
"Florida","Broward",40,41,0.916064,0.033972,7.2430915,14.474515,10.0055045,8.49856633333333,22.414553,0.32387
"Florida","Citrus",30,32.5,0.802313,NA,NA,NA,NA,NA,NA,NA
"Florida","Collier",34,35.75,NA,0.036989,NA,NA,NA,NA,NA,NA
"Florida","Columbia",38,37,NA,0.03796,NA,NA,NA,NA,NA,NA
"Florida","Duval",43,41.5,0.758632,0.03804,7.521564,18.450705,8.55091,4.620394,13.2118325,0.437522
"Florida","Escambia",40,39.25,0.647914,0.0393445,9.629545,NA,NA,NA,NA,NA
"Florida","Flagler",34,33.5,NA,0.036596,NA,NA,NA,NA,NA,NA
"Florida","Hamilton",31,32,0.415002,NA,NA,NA,NA,NA,NA,NA
"Florida","Highlands",36,33,NA,0.038393,NA,NA,NA,NA,NA,NA
"Florida","Hillsborough",42,43,0.7431235,0.03803475,7.631026,16.132515,9.555619,2.6581115,14.628898,0.227575
"Florida","Holmes",40,38.5,NA,0.038717,NA,NA,NA,NA,NA,NA
"Florida","Indian River",36,37.25,NA,0.038822,NA,NA,NA,NA,NA,NA
"Florida","Lake",35,35,NA,0.039517,NA,NA,NA,NA,NA,NA
"Florida","Lee",36,36.5,NA,0.0381015,7.38,14.701923,NA,NA,NA,NA
"Florida","Leon",38,38.5,NA,0.036373,7.746667,NA,NA,NA,NA,NA
"Florida","Liberty",33,32,NA,0.036155,NA,NA,NA,NA,NA,NA
"Florida","Manatee",36,35.25,0.721454,0.0369953333333333,NA,NA,NA,NA,NA,NA
"Florida","Marion",38,37.25,NA,0.036894,NA,NA,NA,NA,NA,NA
"Florida","Martin",35,36.75,NA,0.036261,NA,NA,NA,NA,NA,NA
"Florida","Miami-Dade",38,41,0.202536,0.033409,6.871374,20.526912,7.114092,4.56713966666667,11.7239046666667,0.138058
"Florida","Nassau",28,30.25,1.483185,NA,NA,NA,NA,NA,NA,NA
"Florida","Okaloosa",36,35,NA,0.038011,NA,15.01385,NA,NA,NA,NA
"Florida","Orange",36,38.5,0.324818,0.036325,6.527299,12.084795,3.980693,0.518896,4.528755,0.254476
"Florida","Osceola",34,34,NA,0.038247,NA,NA,NA,NA,NA,NA
"Florida","Palm Beach",35,39,NA,0.035045,6.2924935,13.356037,1.518182,-2.063636,-0.50303,NA
"Florida","Pasco",36,36.25,NA,0.037646,NA,NA,NA,NA,NA,NA
"Florida","Pinellas",40,39.75,0.846728,0.0372676666666667,6.890024,16.8758253333333,5.8162755,0.735018,4.243218,0.240339
"Florida","Polk",36,37.5,0.77395,0.0369065,7.741193,15.949853,NA,NA,NA,NA
"Florida","Putnam",17,15,0.532103,NA,NA,19.737892,NA,NA,NA,NA
"Florida","St. Lucie",34,34.75,NA,0.036078,NA,NA,NA,NA,NA,NA
"Florida","Santa Rosa",39,39,NA,0.039161,NA,NA,NA,NA,NA,NA
"Florida","Sarasota",37,38.5,NA,0.0355996666666667,6.827198,16.544199,2.202484,0.476327,2.701242,NA
"Florida","Seminole",37,37,NA,0.038523,6.853561,14.554817,NA,NA,NA,NA
"Florida","Volusia",37,37.25,NA,0.037466,7.494895,16.615616,NA,NA,NA,NA
"Florida","Wakulla",35,35.5,0.458857,0.036769,NA,NA,NA,0.086583,NA,0.109907
"Georgia","Bibb",38,38.75,0.205427,0.042709,8.613118,NA,NA,NA,NA,NA
"Georgia","Charlton",21,21.25,NA,NA,NA,NA,NA,NA,NA,NA
"Georgia","Chatham",39,38.25,1.4220715,0.039746,8.311866,NA,NA,NA,NA,NA
"Georgia","Chattooga",40,38.25,NA,0.040984,NA,NA,NA,NA,NA,NA
"Georgia","Clarke",44,40.25,NA,0.043566,9.403509,NA,NA,NA,NA,NA
"Georgia","Clayton",36,35.25,NA,NA,8.694958,NA,NA,NA,NA,NA
"Georgia","Cobb",42,41.25,NA,0.043071,8.647934,NA,NA,NA,NA,NA
"Georgia","Coffee",26,27.5,NA,NA,7.18843,NA,NA,NA,NA,NA
"Georgia","Columbia",39,38,NA,0.040844,NA,NA,NA,NA,NA,NA
"Georgia","Dawson",37,37.5,NA,0.039971,NA,NA,NA,NA,NA,NA
"Georgia","DeKalb",44,44.75,0.000575,0.038981,9.565922,17.30618,12.2373825,14.289692,27.029741,0.300887
"Georgia","Dougherty",40,36,NA,NA,10.625948,NA,NA,NA,NA,NA
"Georgia","Douglas",40,39.75,NA,0.042045,NA,NA,NA,NA,NA,NA
"Georgia","Floyd",44,40,1.098254,NA,NA,NA,NA,NA,NA,NA
"Georgia","Fulton",48,47,1.277406,0.048131,9.3032645,16,16.273372,20.247919,36.550716,0.594519
"Georgia","Glynn",36,35,NA,0.038905,7.635455,NA,NA,NA,NA,NA
"Georgia","Gwinnett",45,43,NA,0.045391,10.801466,NA,NA,NA,NA,NA
"Georgia","Hall",37,33.25,NA,NA,9.347941,NA,NA,NA,NA,NA
"Georgia","Henry",37,37.5,NA,0.042828,NA,NA,NA,NA,NA,NA
"Georgia","Houston",38,35,NA,NA,10.21092,NA,NA,NA,NA,NA
"Georgia","Lowndes",35,35.75,NA,NA,7.527193,NA,NA,NA,NA,NA
"Georgia","Murray",43,41,NA,0.044088,NA,NA,NA,NA,NA,NA
"Georgia","Muscogee",40,38.5,NA,0.041861,8.814567,NA,NA,NA,NA,NA
"Georgia","Pike",37,37.25,NA,0.044502,NA,NA,NA,NA,NA,NA
"Georgia","Richmond",45,41.75,0.776829,0.045054,10.656268,12.424855,NA,NA,NA,NA
"Georgia","Rockdale",43,40.5,NA,0.045404,NA,NA,NA,NA,NA,NA
"Georgia","Sumter",39,36.75,NA,0.041603,NA,NA,NA,NA,NA,NA
"Georgia","Walker",37,37,NA,NA,9.36169,NA,NA,NA,NA,NA
"Georgia","Washington",29,29.5,NA,NA,8.405882,NA,NA,NA,NA,NA
"Hawaii","Hawaii",16,100,1.50419833333333,NA,1.96158366666667,NA,NA,NA,NA,NA
"Hawaii","Honolulu",29,30.25,0.64206575,0.0281305,3.49158675,11.8086713333333,4.062442,0.906763,NA,0.243987
"Hawaii","Kauai",13,13.5,0.452292,NA,2.906471,NA,4.276305,NA,NA,NA
"Hawaii","Maui",15,19,NA,NA,3.7818665,NA,NA,NA,NA,NA
"Idaho","Ada",38,39.75,0.386561,0.031705,5.322951,18.581921,9.025749,4.528605,12.961062,0.3894955
"Idaho","Bannock",27,30.25,3.751178,NA,NA,16.320979,NA,NA,NA,NA
"Idaho","Benewah",37,38.75,NA,NA,10.201538,NA,NA,NA,NA,NA
"Idaho","Blaine",15,11.75,NA,NA,NA,NA,NA,NA,NA,NA
"Idaho","Boise",33,34,NA,NA,NA,NA,NA,NA,NA,NA
"Idaho","Bonner",21,24.5,NA,NA,NA,13.302778,NA,NA,NA,NA
"Idaho","Bonneville",29,26.5,NA,NA,NA,NA,NA,NA,NA,NA
"Idaho","Butte",40,40.25,NA,0.045691,NA,NA,NA,NA,NA,NA
"Idaho","Canyon",25,30.5,NA,NA,6.860185,21.93,NA,NA,NA,NA
"Idaho","Caribou",6,3.75,2.611371,NA,NA,NA,NA,NA,NA,NA
"Idaho","Custer",3,5.25,NA,NA,NA,NA,NA,NA,NA,NA
"Idaho","Franklin",18,22.5,NA,NA,5.793948,NA,NA,NA,NA,NA
"Idaho","Idaho",40,37.25,NA,0.039713,NA,NA,NA,NA,NA,NA
"Idaho","Jerome",15,17.25,NA,NA,3.927479,NA,NA,NA,NA,NA
"Idaho","Kootenai",23,23.25,NA,NA,NA,NA,NA,NA,NA,NA
"Idaho","Latah",10,10.25,NA,NA,NA,NA,NA,NA,NA,NA
"Idaho","Lemhi",23,29.5,NA,NA,8.207826,NA,NA,NA,NA,NA
"Idaho","Nez Perce",24,23.25,NA,NA,NA,NA,NA,NA,NA,NA
"Idaho","Shoshone",29,36.25,NA,NA,9.605158,13.434174,NA,NA,NA,NA
"Idaho","Twin Falls",19,24.75,NA,NA,NA,NA,NA,NA,NA,NA
"Idaho","Valley",22,20,NA,NA,NA,NA,NA,NA,NA,NA
"Illinois","Adams",41,38.25,NA,0.044138,NA,NA,NA,NA,NA,NA
"Illinois","Champaign",42,41,0.546395,0.0404065,7.732558,NA,NA,0.290698,NA,0.02878
"Illinois","Clark",34,35.75,NA,0.042019,NA,NA,NA,NA,NA,NA
"Illinois","Cook",53,52,1.028362,0.0406854,9.38774725,23.0302836666667,15.2950114,7.5577865,23.5312243333333,0.317405
"Illinois","DuPage",42,42,NA,0.04086,10.236398,NA,NA,NA,NA,NA
"Illinois","Effingham",40,40.25,NA,0.042861,NA,NA,NA,NA,NA,NA
"Illinois","Hamilton",43,40.75,NA,0.045566,8.245133,NA,NA,NA,NA,NA
"Illinois","Jersey",42,41.75,NA,0.044369,7.939063,NA,NA,NA,NA,NA
"Illinois","Jo Daviess",34,33.5,NA,0.040234,NA,NA,NA,NA,NA,NA
"Illinois","Kane",40,37.75,NA,0.042295,8.218252,NA,NA,NA,NA,NA
"Illinois","Lake",40,36,NA,0.042234,NA,NA,NA,NA,NA,NA
"Illinois","La Salle",0,0.75,0.065524,NA,NA,NA,NA,NA,NA,NA
"Illinois","McHenry",44,40.75,NA,0.044159,7.789831,NA,NA,NA,NA,NA
"Illinois","McLean",44,41.75,NA,0.043761,8.824722,NA,NA,NA,NA,NA
"Illinois","Macon",44,46,1.26069875,0.042816,9.509722,NA,NA,NA,NA,NA
"Illinois","Macoupin",33,31.75,0.470179,0.042115,NA,NA,2.370756,1.881111,4.289317,NA
"Illinois","Madison",49,46.25,0.937404,0.04449825,9.9403195,34.762712,NA,NA,NA,NA
"Illinois","Monroe",1,2,0.406771,NA,NA,NA,NA,NA,NA,NA
"Illinois","Peoria",41,42.25,NA,0.042126,8.041026,NA,NA,NA,NA,NA
"Illinois","Randolph",40,41,NA,0.04365,7.058091,NA,NA,NA,NA,NA
"Illinois","Rock Island",42,38.75,NA,0.042898,8.561389,NA,NA,NA,NA,NA
"Illinois","Saint Clair",43,41.5,0.626722,0.043642,9.155357,NA,8.817052,5.199454,14.06144,0.344942
"Illinois","Sangamon",40,39.5,NA,0.042081,8.188983,NA,NA,NA,NA,NA
"Illinois","Tazewell",1,NA,0.946643,NA,NA,NA,NA,NA,NA,NA
"Illinois","Wabash",1,1.5,0.83015,NA,NA,NA,NA,NA,NA,NA
"Illinois","Will",43,41.5,NA,0.040543,9.2441695,NA,NA,NA,NA,NA
"Illinois","Winnebago",42,36.5,NA,0.040632,10.314931,NA,NA,NA,NA,NA
"Indiana","Allen",43,42,NA,0.0426795,8.94051,NA,NA,NA,NA,NA
"Indiana","Bartholomew",41,39.75,NA,0.045275,6.909412,NA,NA,NA,NA,NA
"Indiana","Boone",35,37,NA,0.043674,NA,NA,NA,NA,NA,NA
"Indiana","Brown",35,35.75,NA,0.042273,NA,NA,NA,NA,NA,NA
"Indiana","Carroll",35,36.25,NA,0.042657,NA,NA,NA,NA,NA,NA
"Indiana","Clark",41,39.25,NA,0.043963,8.47611966666667,15.736808,NA,NA,NA,NA
"Indiana","Daviess",1,2.25,0.63168,NA,NA,NA,NA,NA,NA,NA
"Indiana","Delaware",35,37,NA,0.039862,8.335,NA,NA,NA,NA,NA
"Indiana","Dubois",33,32.25,NA,NA,8.430252,13.901639,NA,NA,NA,NA
"Indiana","Elkhart",37,38,NA,0.038653,8.189355,NA,NA,NA,NA,NA
"Indiana","Floyd",35,37.5,0.709195,0.042325,NA,NA,NA,NA,NA,NA
"Indiana","Gibson",3,2,1.445611,NA,NA,NA,NA,NA,NA,NA
"Indiana","Greene",39,39.5,NA,0.043633,7.709244,NA,NA,NA,NA,NA
"Indiana","Hamilton",41,40.5,NA,0.043592,9.2344905,NA,NA,NA,NA,NA
"Indiana","Hendricks",34,36.25,NA,0.04081,NA,NA,NA,NA,NA,NA
"Indiana","Henry",28,28.75,NA,NA,7.679832,NA,NA,NA,NA,NA
"Indiana","Howard",40,37.25,NA,0.043289,7.305523,NA,NA,NA,NA,NA
"Indiana","Huntington",31,34.5,NA,0.038008,NA,NA,NA,NA,NA,NA
"Indiana","Jackson",35,36.75,NA,0.042125,NA,NA,NA,NA,NA,NA
"Indiana","Knox",36,35.5,NA,0.043758,NA,NA,NA,NA,NA,NA
"Indiana","Lake",45,43,0.573856,0.039649,9.56018216666667,17.75823275,9.258144,6.034789,14.538778,0.316385
"Indiana","LaPorte",37,37.25,NA,0.0413225,7.873729,NA,NA,NA,NA,NA
"Indiana","Madison",41,40.25,NA,0.043663,8.433518,NA,NA,NA,NA,NA
"Indiana","Marion",53,49.25,0.1608485,0.039791,10.4634715,22.0825085,10.230707,9.562101,30.544966,0.353593666666667
"Indiana","Monroe",33,30.25,NA,NA,7.204118,NA,NA,NA,NA,NA
"Indiana","Morgan",35,31.25,1.079769,0.04223,NA,NA,NA,NA,NA,NA
"Indiana","Perry",37,38.25,NA,0.045314,NA,NA,NA,NA,NA,NA
"Indiana","Pike",1,1.5,0.592519,NA,NA,NA,NA,NA,NA,NA
"Indiana","Porter",41,40.25,1.087484,0.0409325,8.282371,18.885714,NA,NA,NA,NA
"Indiana","Posey",35,37.5,NA,0.043082,NA,NA,NA,NA,NA,NA
