"State Name","county Name","State Code","County Code","Date","AQI","Category","Defining Parameter","Defining Site","Number of Sites Reporting"
"Alabama","DeKalb","01","049","2020-01-14",25,"Good","Ozone","01-049-9991",1
"Alabama","DeKalb","01","049","2020-01-15",25,"Good","Ozone","01-049-9991",1
"Alabama","DeKalb","01","049","2020-01-16",32,"Good","Ozone","01-049-9991",2
"Alabama","DeKalb","01","049","2020-01-17",31,"Good","Ozone","01-049-9991",1
"Alabama","DeKalb","01","049","2020-01-18",31,"Good","Ozone","01-049-9991",1
"Alabama","DeKalb","01","049","2020-01-19",34,"Good","Ozone","01-049-9991",1
"Alabama","DeKalb","01","049","2020-01-20",28,"Good","Ozone","01-049-9991",1
"Alabama","DeKalb","01","049","2020-01-21",32,"Good","Ozone","01-049-9991",1
"Alabama","DeKalb","01","049","2020-01-22",30,"Good","Ozone","01-049-9991",1
"Alabama","DeKalb","01","049","2020-01-23",28,"Good","Ozone","01-049-9991",1
"Alabama","DeKalb","01","049","2020-01-24",32,"Good","Ozone","01-049-9991",1
"Alabama","DeKalb","01","049","2020-01-25",26,"Good","Ozone","01-049-9991",1
"Alabama","DeKalb","01","049","2020-01-26",23,"Good","Ozone","01-049-9991",1
"Alabama","DeKalb","01","049","2020-01-27",31,"Good","Ozone","01-049-9991",1
"Alabama","DeKalb","01","049","2020-01-28",36,"Good","Ozone","01-049-9991",2
"Alabama","DeKalb","01","049","2020-01-29",29,"Good","Ozone","01-049-9991",1
"Alabama","DeKalb","01","049","2020-01-30",36,"Good","Ozone","01-049-9991",1
"Alabama","DeKalb","01","049","2020-01-31",45,"Good","PM2.5","01-049-1003",2
"Alabama","DeKalb","01","049","2020-02-01",29,"Good","Ozone","01-049-9991",1
"Alabama","DeKalb","01","049","2020-02-02",38,"Good","Ozone","01-049-9991",1
"Alabama","DeKalb","01","049","2020-02-03",45,"Good","Ozone","01-049-9991",1
"Alabama","DeKalb","01","049","2020-02-04",39,"Good","Ozone","01-049-9991",1
"Alabama","DeKalb","01","049","2020-02-05",32,"Good","Ozone","01-049-9991",1
"Alabama","DeKalb","01","049","2020-02-06",25,"Good","Ozone","01-049-9991",1
"Alabama","DeKalb","01","049","2020-02-07",31,"Good","Ozone","01-049-9991",1
"Alabama","DeKalb","01","049","2020-02-08",34,"Good","Ozone","01-049-9991",1
"Alabama","DeKalb","01","049","2020-02-09",35,"Good","Ozone","01-049-9991",1
"Alabama","DeKalb","01","049","2020-02-10",24,"Good","Ozone","01-049-9991",1
"Alabama","DeKalb","01","049","2020-02-11",23,"Good","Ozone","01-049-9991",1
"Alabama","DeKalb","01","049","2020-02-12",30,"Good","Ozone","01-049-9991",1
"Alabama","DeKalb","01","049","2020-02-13",31,"Good","Ozone","01-049-9991",1
"Alabama","DeKalb","01","049","2020-02-14",32,"Good","Ozone","01-049-9991",1
"Alabama","DeKalb","01","049","2020-02-15",37,"Good","Ozone","01-049-9991",1
"Alabama","DeKalb","01","049","2020-02-16",40,"Good","Ozone","01-049-9991",1
"Alabama","DeKalb","01","049","2020-02-17",24,"Good","Ozone","01-049-9991",1
"Alabama","DeKalb","01","049","2020-02-18",27,"Good","Ozone","01-049-9991",1
"Alabama","DeKalb","01","049","2020-02-19",27,"Good","Ozone","01-049-9991",1
"Alabama","DeKalb","01","049","2020-02-20",31,"Good","Ozone","01-049-9991",1
"Alabama","DeKalb","01","049","2020-02-21",37,"Good","Ozone","01-049-9991",1
"Alabama","DeKalb","01","049","2020-02-22",42,"Good","Ozone","01-049-9991",1
"Alabama","DeKalb","01","049","2020-02-23",37,"Good","Ozone","01-049-9991",1
"Alabama","DeKalb","01","049","2020-02-24",29,"Good","Ozone","01-049-9991",1
"Alabama","DeKalb","01","049","2020-02-25",30,"Good","Ozone","01-049-9991",1
"Alabama","DeKalb","01","049","2020-02-26",33,"Good","Ozone","01-049-9991",1
"Alabama","DeKalb","01","049","2020-02-27",36,"Good","Ozone","01-049-9991",1
"Alabama","DeKalb","01","049","2020-02-28",37,"Good","Ozone","01-049-9991",1
"Alabama","DeKalb","01","049","2020-02-29",39,"Good","Ozone","01-049-9991",1
"Alabama","Etowah","01","055","2020-01-01",28,"Good","PM2.5","01-055-0010",1
"Alabama","Etowah","01","055","2020-01-04",15,"Good","PM2.5","01-055-0010",1
"Alabama","Etowah","01","055","2020-01-07",17,"Good","PM2.5","01-055-0010",1
"Alabama","Etowah","01","055","2020-01-10",30,"Good","PM2.5","01-055-0010",1
"Alabama","Etowah","01","055","2020-01-13",22,"Good","PM2.5","01-055-0010",1
"Alabama","Etowah","01","055","2020-01-16",15,"Good","PM2.5","01-055-0010",1
"Alabama","Etowah","01","055","2020-01-28",29,"Good","PM2.5","01-055-0010",1
"Alabama","Etowah","01","055","2020-01-31",40,"Good","PM2.5","01-055-0010",1
"Alabama","Jefferson","01","073","2020-01-01",31,"Good","Ozone","01-073-0023",4
"Alabama","Jefferson","01","073","2020-01-02",33,"Good","PM2.5","01-073-2003",4
"Alabama","Jefferson","01","073","2020-01-03",31,"Good","Ozone","01-073-0023",4
"Alabama","Jefferson","01","073","2020-01-04",35,"Good","Ozone","01-073-0023",4
"Alabama","Jefferson","01","073","2020-01-05",32,"Good","NO2","01-073-0023",4
"Alabama","Jefferson","01","073","2020-01-06",39,"Good","PM2.5","01-073-2003",4
"Alabama","Jefferson","01","073","2020-01-07",57,"Moderate","PM10","01-073-6004",4
"Alabama","Jefferson","01","073","2020-01-08",54,"Moderate","PM2.5","01-073-0023",4
"Alabama","Jefferson","01","073","2020-01-09",56,"Moderate","PM2.5","01-073-0023",4
"Alabama","Jefferson","01","073","2020-01-10",44,"Good","PM2.5","01-073-0023",4
"Alabama","Jefferson","01","073","2020-01-11",31,"Good","Ozone","01-073-0023",4
"Alabama","Jefferson","01","073","2020-01-12",29,"Good","NO2","01-073-0023",4
"Alabama","Jefferson","01","073","2020-01-13",43,"Good","PM2.5","01-073-2003",4
"Alabama","Jefferson","01","073","2020-01-14",30,"Good","NO2","01-073-0023",4
"Alabama","Jefferson","01","073","2020-01-15",35,"Good","PM2.5","01-073-2003",4
"Alabama","Jefferson","01","073","2020-01-16",31,"Good","Ozone","01-073-0023",4
"Alabama","Jefferson","01","073","2020-01-17",34,"Good","Ozone","01-073-0023",4
"Alabama","Jefferson","01","073","2020-01-18",33,"Good","Ozone","01-073-0023",4
"Alabama","Jefferson","01","073","2020-01-19",37,"Good","Ozone","01-073-0023",4
"Alabama","Jefferson","01","073","2020-01-20",39,"Good","PM2.5","01-073-0023",4
"Alabama","Jefferson","01","073","2020-01-21",36,"Good","PM2.5","01-073-2003",4
"Alabama","Jefferson","01","073","2020-01-22",40,"Good","NO2","01-073-0023",4
"Alabama","Jefferson","01","073","2020-01-23",33,"Good","PM2.5","01-073-2003",4
"Alabama","Jefferson","01","073","2020-01-24",33,"Good","PM10","01-073-6004",4
"Alabama","Jefferson","01","073","2020-01-25",26,"Good","Ozone","01-073-0023",4
"Alabama","Jefferson","01","073","2020-01-26",54,"Moderate","PM2.5","01-073-0023",4
"Alabama","Jefferson","01","073","2020-01-27",35,"Good","NO2","01-073-2059",4
"Alabama","Jefferson","01","073","2020-01-28",63,"Moderate","PM2.5","01-073-0023",4
"Alabama","Jefferson","01","073","2020-01-29",39,"Good","PM2.5","01-073-2003",4
"Alabama","Jefferson","01","073","2020-01-30",54,"Moderate","PM2.5","01-073-0023",4
"Alabama","Jefferson","01","073","2020-01-31",48,"Good","PM2.5","01-073-2003",3
"Alabama","Jefferson","01","073","2020-02-01",5,"Good","CO","01-073-2059",2
"Alabama","Mobile","01","097","2020-01-01",54,"Moderate","PM2.5","01-097-0003",1
"Alabama","Mobile","01","097","2020-01-02",31,"Good","PM2.5","01-097-0003",1
"Alabama","Mobile","01","097","2020-01-03",10,"Good","PM2.5","01-097-0003",1
"Alabama","Mobile","01","097","2020-01-04",17,"Good","PM2.5","01-097-0003",1
"Alabama","Mobile","01","097","2020-01-05",24,"Good","PM2.5","01-097-0003",1
"Alabama","Mobile","01","097","2020-01-06",36,"Good","PM2.5","01-097-0003",1
"Alabama","Mobile","01","097","2020-01-07",19,"Good","PM2.5","01-097-0003",1
"Alabama","Mobile","01","097","2020-01-08",42,"Good","PM2.5","01-097-0003",1
"Alabama","Mobile","01","097","2020-01-09",51,"Moderate","PM2.5","01-097-0003",1
"Alabama","Mobile","01","097","2020-01-10",37,"Good","PM2.5","01-097-0003",1
"Alabama","Mobile","01","097","2020-01-11",34,"Good","PM2.5","01-097-0003",1
"Alabama","Mobile","01","097","2020-01-12",23,"Good","PM2.5","01-097-0003",1
"Alabama","Mobile","01","097","2020-01-13",44,"Good","PM2.5","01-097-0003",1
"Alabama","Mobile","01","097","2020-01-14",14,"Good","PM2.5","01-097-0003",1
"Alabama","Mobile","01","097","2020-01-15",26,"Good","PM2.5","01-097-0003",1
"Alabama","Mobile","01","097","2020-01-16",23,"Good","PM2.5","01-097-0003",1
"Alabama","Mobile","01","097","2020-01-17",27,"Good","PM2.5","01-097-0003",1
"Alabama","Mobile","01","097","2020-01-18",28,"Good","PM2.5","01-097-0003",1
"Alabama","Mobile","01","097","2020-01-19",11,"Good","PM2.5","01-097-0003",1
"Alabama","Mobile","01","097","2020-01-20",16,"Good","PM2.5","01-097-0003",1
"Alabama","Mobile","01","097","2020-01-21",25,"Good","PM2.5","01-097-0003",1
"Alabama","Mobile","01","097","2020-01-22",38,"Good","PM2.5","01-097-0003",1
"Alabama","Mobile","01","097","2020-01-23",58,"Moderate","PM2.5","01-097-0003",1
"Alabama","Mobile","01","097","2020-01-24",24,"Good","PM2.5","01-097-0003",1
"Alabama","Mobile","01","097","2020-01-25",27,"Good","PM2.5","01-097-0003",1
"Alabama","Mobile","01","097","2020-01-26",45,"Good","PM2.5","01-097-0003",1
"Alabama","Mobile","01","097","2020-01-27",25,"Good","PM2.5","01-097-0003",1
"Alabama","Mobile","01","097","2020-01-28",33,"Good","PM2.5","01-097-0003",1
"Alabama","Mobile","01","097","2020-01-29",1,"Good","SO2","01-097-0003",1
"Alabama","Mobile","01","097","2020-01-31",33,"Good","PM2.5","01-097-0003",1
"Alabama","Montgomery","01","101","2020-01-01",57,"Moderate","PM2.5","01-101-1002",1
"Alabama","Montgomery","01","101","2020-01-02",54,"Moderate","PM2.5","01-101-1002",1
"Alabama","Montgomery","01","101","2020-01-03",22,"Good","PM2.5","01-101-1002",1
"Alabama","Montgomery","01","101","2020-01-04",23,"Good","PM2.5","01-101-1002",1
"Alabama","Montgomery","01","101","2020-01-05",40,"Good","PM2.5","01-101-1002",1
"Alabama","Montgomery","01","101","2020-01-06",57,"Moderate","PM2.5","01-101-1002",1
"Alabama","Montgomery","01","101","2020-01-07",34,"Good","PM2.5","01-101-1002",1
"Alabama","Montgomery","01","101","2020-01-08",45,"Good","PM2.5","01-101-1002",1
"Alabama","Montgomery","01","101","2020-01-09",64,"Moderate","PM2.5","01-101-1002",1
"Alabama","Montgomery","01","101","2020-01-10",57,"Moderate","PM2.5","01-101-1002",1
"Alabama","Montgomery","01","101","2020-01-11",30,"Good","PM2.5","01-101-1002",1
"Alabama","Montgomery","01","101","2020-01-12",31,"Good","PM2.5","01-101-1002",1
"Alabama","Montgomery","01","101","2020-01-13",45,"Good","PM2.5","01-101-1002",1
"Alabama","Montgomery","01","101","2020-01-14",32,"Good","PM2.5","01-101-1002",1
"Alabama","Montgomery","01","101","2020-01-15",38,"Good","PM2.5","01-101-1002",1
"Alabama","Montgomery","01","101","2020-01-16",25,"Good","PM2.5","01-101-1002",1
"Alabama","Montgomery","01","101","2020-01-17",29,"Good","PM2.5","01-101-1002",1
"Alabama","Montgomery","01","101","2020-01-18",46,"Good","PM2.5","01-101-1002",1
"Alabama","Montgomery","01","101","2020-01-19",22,"Good","PM2.5","01-101-1002",1
"Alabama","Montgomery","01","101","2020-01-22",48,"Good","PM2.5","01-101-1002",1
"Alabama","Montgomery","01","101","2020-01-23",54,"Moderate","PM2.5","01-101-1002",1
"Alabama","Montgomery","01","101","2020-01-24",41,"Good","PM2.5","01-101-1002",1
"Alabama","Montgomery","01","101","2020-01-25",34,"Good","PM2.5","01-101-1002",1
"Alabama","Montgomery","01","101","2020-01-26",52,"Moderate","PM2.5","01-101-1002",1
"Alabama","Montgomery","01","101","2020-01-27",33,"Good","PM2.5","01-101-1002",1
"Alabama","Montgomery","01","101","2020-01-28",48,"Good","PM2.5","01-101-1002",1
"Alabama","Montgomery","01","101","2020-01-29",41,"Good","PM2.5","01-101-1002",1
"Alabama","Montgomery","01","101","2020-01-30",48,"Good","PM2.5","01-101-1002",1
"Alabama","Montgomery","01","101","2020-01-31",51,"Moderate","PM2.5","01-101-1002",1
"Alabama","Morgan","01","103","2020-01-01",20,"Good","PM2.5","01-103-0011",1
"Alabama","Morgan","01","103","2020-01-02",19,"Good","PM2.5","01-103-0011",1
"Alabama","Morgan","01","103","2020-01-03",14,"Good","PM2.5","01-103-0011",1
"Alabama","Morgan","01","103","2020-01-04",27,"Good","PM2.5","01-103-0011",1
"Alabama","Morgan","01","103","2020-01-05",22,"Good","PM2.5","01-103-0011",1
"Alabama","Morgan","01","103","2020-01-06",31,"Good","PM2.5","01-103-0011",1
"Alabama","Morgan","01","103","2020-01-07",14,"Good","PM2.5","01-103-0011",1
"Alabama","Morgan","01","103","2020-01-08",23,"Good","PM2.5","01-103-0011",1
"Alabama","Morgan","01","103","2020-01-09",22,"Good","PM2.5","01-103-0011",1
"Alabama","Morgan","01","103","2020-01-10",28,"Good","PM2.5","01-103-0011",1
"Alabama","Morgan","01","103","2020-01-11",5,"Good","PM2.5","01-103-0011",1
"Alabama","Morgan","01","103","2020-01-12",11,"Good","PM2.5","01-103-0011",1
"Alabama","Morgan","01","103","2020-01-13",33,"Good","PM2.5","01-103-0011",1
"Alabama","Morgan","01","103","2020-01-14",9,"Good","PM2.5","01-103-0011",1
"Alabama","Morgan","01","103","2020-01-15",8,"Good","PM2.5","01-103-0011",1
"Alabama","Morgan","01","103","2020-01-16",20,"Good","PM2.5","01-103-0011",1
"Alabama","Morgan","01","103","2020-01-17",10,"Good","PM2.5","01-103-0011",1
"Alabama","Morgan","01","103","2020-01-18",20,"Good","PM2.5","01-103-0011",1
"Alabama","Morgan","01","103","2020-01-19",10,"Good","PM2.5","01-103-0011",1
"Alabama","Morgan","01","103","2020-01-20",27,"Good","PM2.5","01-103-0011",1
"Alabama","Morgan","01","103","2020-01-21",27,"Good","PM2.5","01-103-0011",1
"Alabama","Morgan","01","103","2020-01-22",28,"Good","PM2.5","01-103-0011",1
"Alabama","Morgan","01","103","2020-01-23",21,"Good","PM2.5","01-103-0011",1
"Alabama","Morgan","01","103","2020-01-24",8,"Good","PM2.5","01-103-0011",1
"Alabama","Morgan","01","103","2020-01-25",19,"Good","PM2.5","01-103-0011",1
"Alabama","Morgan","01","103","2020-01-26",20,"Good","PM2.5","01-103-0011",1
"Alabama","Morgan","01","103","2020-01-27",23,"Good","PM2.5","01-103-0011",1
"Alabama","Morgan","01","103","2020-01-28",25,"Good","PM2.5","01-103-0011",1
"Alabama","Morgan","01","103","2020-01-29",27,"Good","PM2.5","01-103-0011",1
"Alabama","Morgan","01","103","2020-01-30",28,"Good","PM2.5","01-103-0011",1
"Alabama","Morgan","01","103","2020-01-31",37,"Good","PM2.5","01-103-0011",1
"Alabama","Russell","01","113","2020-01-01",57,"Moderate","PM2.5","01-113-0003",1
"Alabama","Russell","01","113","2020-01-02",30,"Good","PM2.5","01-113-0003",1
"Alabama","Russell","01","113","2020-01-03",22,"Good","PM2.5","01-113-0003",1
"Alabama","Russell","01","113","2020-01-04",13,"Good","PM2.5","01-113-0003",1
"Alabama","Russell","01","113","2020-01-05",15,"Good","PM2.5","01-113-0003",1
"Alabama","Russell","01","113","2020-01-06",53,"Moderate","PM2.5","01-113-0003",1
"Alabama","Russell","01","113","2020-01-07",24,"Good","PM2.5","01-113-0003",1
"Alabama","Russell","01","113","2020-01-08",35,"Good","PM2.5","01-113-0003",1
"Alabama","Russell","01","113","2020-01-09",56,"Moderate","PM2.5","01-113-0003",1
"Alabama","Russell","01","113","2020-01-10",40,"Good","PM2.5","01-113-0003",1
"Alabama","Russell","01","113","2020-01-11",21,"Good","PM2.5","01-113-0003",1
"Alabama","Russell","01","113","2020-01-12",17,"Good","PM2.5","01-113-0003",1
"Alabama","Russell","01","113","2020-01-13",18,"Good","PM2.5","01-113-0003",1
"Alabama","Russell","01","113","2020-01-14",8,"Good","PM2.5","01-113-0003",1
"Alabama","Russell","01","113","2020-01-15",20,"Good","PM2.5","01-113-0003",1
"Alabama","Russell","01","113","2020-01-16",14,"Good","PM2.5","01-113-0003",1
"Alabama","Russell","01","113","2020-01-17",13,"Good","PM2.5","01-113-0003",1
"Alabama","Russell","01","113","2020-01-18",25,"Good","PM2.5","01-113-0003",1
"Alabama","Russell","01","113","2020-01-19",10,"Good","PM2.5","01-113-0003",1
"Alabama","Russell","01","113","2020-01-20",25,"Good","PM2.5","01-113-0003",1
"Alabama","Russell","01","113","2020-01-21",25,"Good","PM2.5","01-113-0003",1
"Alabama","Russell","01","113","2020-01-22",32,"Good","PM2.5","01-113-0003",1
"Alabama","Russell","01","113","2020-01-23",33,"Good","PM2.5","01-113-0003",1
"Alabama","Russell","01","113","2020-01-24",28,"Good","PM2.5","01-113-0003",1
"Alabama","Russell","01","113","2020-01-25",20,"Good","PM2.5","01-113-0003",1
"Alabama","Russell","01","113","2020-01-26",38,"Good","PM2.5","01-113-0003",1
"Alabama","Russell","01","113","2020-01-27",26,"Good","PM2.5","01-113-0003",1
"Alabama","Russell","01","113","2020-01-28",35,"Good","PM2.5","01-113-0003",1
"Alabama","Russell","01","113","2020-01-29",37,"Good","PM2.5","01-113-0003",1
"Alabama","Russell","01","113","2020-01-30",42,"Good","PM2.5","01-113-0003",1
"Alabama","Russell","01","113","2020-01-31",23,"Good","PM2.5","01-113-0003",1
"Alabama","Shelby","01","117","2020-01-01",3,"Good","SO2","01-117-9001",1
"Alabama","Shelby","01","117","2020-01-02",1,"Good","SO2","01-117-9001",1
"Alabama","Shelby","01","117","2020-01-03",0,"Good","SO2","01-117-9001",1
"Alabama","Shelby","01","117","2020-01-04",0,"Good","SO2","01-117-9001",1
"Alabama","Shelby","01","117","2020-01-05",1,"Good","SO2","01-117-9001",1
"Alabama","Shelby","01","117","2020-01-06",1,"Good","SO2","01-117-9001",1
"Alabama","Shelby","01","117","2020-01-07",0,"Good","SO2","01-117-9001",1
"Alabama","Shelby","01","117","2020-01-08",51,"Moderate","SO2","01-117-9001",1
"Alabama","Shelby","01","117","2020-01-09",17,"Good","SO2","01-117-9001",1
"Alabama","Shelby","01","117","2020-01-10",0,"Good","SO2","01-117-9001",1
"Alabama","Shelby","01","117","2020-01-11",0,"Good","SO2","01-117-9001",1
"Alabama","Shelby","01","117","2020-01-12",1,"Good","SO2","01-117-9001",1
"Alabama","Shelby","01","117","2020-01-13",1,"Good","SO2","01-117-9001",1
"Alabama","Shelby","01","117","2020-01-14",4,"Good","SO2","01-117-9001",1
"Alabama","Shelby","01","117","2020-01-15",1,"Good","SO2","01-117-9001",1
"Alabama","Shelby","01","117","2020-01-16",0,"Good","SO2","01-117-9001",1
"Alabama","Shelby","01","117","2020-01-17",51,"Moderate","SO2","01-117-9001",1
"Alabama","Shelby","01","117","2020-01-18",3,"Good","SO2","01-117-9001",1
"Alabama","Shelby","01","117","2020-01-19",0,"Good","SO2","01-117-9001",1
"Alabama","Shelby","01","117","2020-01-20",0,"Good","SO2","01-117-9001",1
"Alabama","Shelby","01","117","2020-01-21",0,"Good","SO2","01-117-9001",1
"Alabama","Shelby","01","117","2020-01-22",51,"Moderate","SO2","01-117-9001",1
"Alabama","Shelby","01","117","2020-01-23",27,"Good","SO2","01-117-9001",1
"Alabama","Shelby","01","117","2020-01-24",0,"Good","SO2","01-117-9001",1
"Alabama","Shelby","01","117","2020-01-25",0,"Good","SO2","01-117-9001",1
"Alabama","Shelby","01","117","2020-01-26",1,"Good","SO2","01-117-9001",1
"Alabama","Shelby","01","117","2020-01-27",1,"Good","SO2","01-117-9001",1
"Alabama","Shelby","01","117","2020-01-28",4,"Good","SO2","01-117-9001",1
"Alabama","Shelby","01","117","2020-01-29",3,"Good","SO2","01-117-9001",1
"Alabama","Shelby","01","117","2020-01-30",34,"Good","SO2","01-117-9001",1
"Alabama","Shelby","01","117","2020-01-31",1,"Good","SO2","01-117-9001",1
"Alabama","Sumter","01","119","2020-01-01",21,"Good","PM2.5","01-119-0003",1
"Alabama","Sumter","01","119","2020-01-02",11,"Good","PM2.5","01-119-0003",1
"Alabama","Sumter","01","119","2020-01-03",4,"Good","PM2.5","01-119-0003",1
"Alabama","Sumter","01","119","2020-01-04",20,"Good","PM2.5","01-119-0003",1
"Alabama","Sumter","01","119","2020-01-05",16,"Good","PM2.5","01-119-0003",1
"Alabama","Sumter","01","119","2020-01-06",26,"Good","PM2.5","01-119-0003",1
"Alabama","Sumter","01","119","2020-01-07",24,"Good","PM2.5","01-119-0003",1
"Alabama","Sumter","01","119","2020-01-08",1,"Good","SO2","01-119-0003",1
"Alabama","Sumter","01","119","2020-01-09",0,"Good","SO2","01-119-0003",1
"Alabama","Sumter","01","119","2020-01-10",0,"Good","SO2","01-119-0003",1
"Alabama","Sumter","01","119","2020-01-11",0,"Good","SO2","01-119-0003",1
"Alabama","Sumter","01","119","2020-01-12",0,"Good","SO2","01-119-0003",1
"Alabama","Sumter","01","119","2020-01-13",1,"Good","SO2","01-119-0003",1
"Alabama","Sumter","01","119","2020-01-14",0,"Good","SO2","01-119-0003",1
"Alabama","Sumter","01","119","2020-01-15",9,"Good","PM2.5","01-119-0003",1
"Alabama","Sumter","01","119","2020-01-16",21,"Good","PM2.5","01-119-0003",1
"Alabama","Sumter","01","119","2020-01-17",18,"Good","PM2.5","01-119-0003",1
"Alabama","Sumter","01","119","2020-01-18",19,"Good","PM2.5","01-119-0003",1
"Alabama","Sumter","01","119","2020-01-19",12,"Good","PM2.5","01-119-0003",1
"Alabama","Sumter","01","119","2020-01-20",18,"Good","PM2.5","01-119-0003",1
"Alabama","Sumter","01","119","2020-01-21",32,"Good","PM2.5","01-119-0003",1
"Alabama","Sumter","01","119","2020-01-22",31,"Good","PM2.5","01-119-0003",1
"Alabama","Sumter","01","119","2020-01-23",36,"Good","PM2.5","01-119-0003",1
"Alabama","Sumter","01","119","2020-01-24",13,"Good","PM2.5","01-119-0003",1
"Alabama","Sumter","01","119","2020-01-25",18,"Good","PM2.5","01-119-0003",1
"Alabama","Sumter","01","119","2020-01-26",19,"Good","PM2.5","01-119-0003",1
"Alabama","Sumter","01","119","2020-01-27",14,"Good","PM2.5","01-119-0003",1
"Alabama","Sumter","01","119","2020-01-28",15,"Good","PM2.5","01-119-0003",1
"Alabama","Sumter","01","119","2020-01-29",22,"Good","PM2.5","01-119-0003",1
"Alabama","Sumter","01","119","2020-01-30",24,"Good","PM2.5","01-119-0003",1
"Alabama","Sumter","01","119","2020-01-31",25,"Good","PM2.5","01-119-0003",1
"Alabama","Tuscaloosa","01","125","2020-01-01",23,"Good","PM2.5","01-125-0004",1
"Alabama","Tuscaloosa","01","125","2020-01-04",13,"Good","PM2.5","01-125-0004",1
"Alabama","Tuscaloosa","01","125","2020-01-07",15,"Good","PM2.5","01-125-0004",1
"Alabama","Tuscaloosa","01","125","2020-01-10",31,"Good","PM2.5","01-125-0004",1
"Alabama","Tuscaloosa","01","125","2020-01-13",23,"Good","PM2.5","01-125-0004",1
"Alabama","Tuscaloosa","01","125","2020-01-16",19,"Good","PM2.5","01-125-0004",1
"Alabama","Tuscaloosa","01","125","2020-01-25",17,"Good","PM2.5","01-125-0004",1
"Alabama","Tuscaloosa","01","125","2020-01-28",31,"Good","PM2.5","01-125-0004",1
"Alabama","Tuscaloosa","01","125","2020-01-31",34,"Good","PM2.5","01-125-0004",1
"Alaska","Denali ","02","068","2020-01-01",32,"Good","Ozone","02-068-0003",1
"Alaska","Denali ","02","068","2020-01-02",36,"Good","Ozone","02-068-0003",1
"Alaska","Denali ","02","068","2020-01-03",37,"Good","Ozone","02-068-0003",1
"Alaska","Denali ","02","068","2020-01-04",31,"Good","Ozone","02-068-0003",1
"Alaska","Denali ","02","068","2020-01-05",33,"Good","Ozone","02-068-0003",1
"Alaska","Denali ","02","068","2020-01-06",34,"Good","Ozone","02-068-0003",1
"Alaska","Denali ","02","068","2020-01-07",29,"Good","Ozone","02-068-0003",1
"Alaska","Denali ","02","068","2020-01-08",35,"Good","Ozone","02-068-0003",1
"Alaska","Denali ","02","068","2020-01-09",38,"Good","Ozone","02-068-0003",1
"Alaska","Denali ","02","068","2020-01-10",38,"Good","Ozone","02-068-0003",1
"Alaska","Denali ","02","068","2020-01-11",39,"Good","Ozone","02-068-0003",1
"Alaska","Denali ","02","068","2020-01-12",40,"Good","Ozone","02-068-0003",1
"Alaska","Denali ","02","068","2020-01-13",34,"Good","Ozone","02-068-0003",1
"Alaska","Denali ","02","068","2020-01-14",35,"Good","Ozone","02-068-0003",1
"Alaska","Denali ","02","068","2020-01-15",34,"Good","Ozone","02-068-0003",1
"Alaska","Denali ","02","068","2020-01-16",39,"Good","Ozone","02-068-0003",1
