"id","state","county","population","area","annual_AQI","SO2","O3","PM2.5","PM10","NO2","NO","NOx","CO","incomePerCapita","hospitalExpenditure","healthExpenditure","density"
29199,"Missouri","Scotland",4902,439.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,23659,6940,1,11.1589155227754
29201,"Missouri","Scott",38280,426.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,28189,0,2005,89.8465004928883
29203,"Missouri","Shannon",8166,1004.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,18539,0,3,8.13306110253473
29205,"Missouri","Shelby",5930,502.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,26941,0,719,11.8021693700866
29207,"Missouri","Stoddard",29025,828.99,21,NA,NA,NA,NA,NA,NA,NA,NA,25790,0,1851,35.0124850721963
29209,"Missouri","Stone",31952,510.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,28095,0,263,62.5344945689402
29211,"Missouri","Sullivan",6089,651.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,30133,3712,472,9.34641124823479
29213,"Missouri","Taney",55928,651.53,18,NA,NA,NA,NA,NA,NA,NA,NA,26760,0,1221,85.8410203674428
29215,"Missouri","Texas",25398,1179.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,19870,10727,0,21.5359568568594
29217,"Missouri","Vernon",20563,837.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,25436,0,587,24.5642747070277
29219,"Missouri","Warren",35649,437.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,30448,0,1436,81.4350328947368
29221,"Missouri","Washington",24730,762.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,22379,10962,1634,32.4327868852459
29223,"Missouri","Wayne",12873,774.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,22334,0,1543,16.6289899629261
29225,"Missouri","Webster",39592,593.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,23030,0,64,66.6823862296628
29227,"Missouri","Worth",2013,266.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,22582,0,103,7.54582599242793
29229,"Missouri","Wright",18289,683.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,19831,0,0,26.7680463673087
29510,"Missouri","St. Louis City",300576,66.15,47,0.88747375,0.038840625,9.303531225,21.0186651428571,16.27796275,5.03038166666667,15.6286945,0.262706,29724,0,32645,4543.85487528345
30001,"Montana","Beaverhead",9453,5572.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,30642,9398,160,1.69641174728795
30003,"Montana","Big Horn",13319,5014.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,22297,30,293,2.65598079254674
30005,"Montana","Blaine",6681,4238.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,23226,0,233,1.57608670010238
30007,"Montana","Broadwater",6237,1238.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,26712,37,166,5.03414208920529
30009,"Montana","Carbon",10725,2062.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,35714,0,91,5.20060516132786
30011,"Montana","Carter",1252,3348.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,27792,0,289,0.373908810450333
30013,"Montana","Cascade",81366,2711.74,21,NA,NA,NA,NA,NA,NA,NA,NA,34417,0,3478,30.0050889834571
30015,"Montana","Chouteau",5635,3997.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,32753,3496,111,1.40976150387903
30017,"Montana","Custer",11402,3793.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,30348,0,966,3.00577059448459
30019,"Montana","Daniels",1690,1426.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,36106,3552,86,1.18465970825126
30021,"Montana","Dawson",8613,2383.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,29268,0,722,3.61400284487859
30023,"Montana","Deer Lodge",9140,741.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,27316,0,484,12.3301900791884
30025,"Montana","Fallon",2846,1623.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,35405,0,698,1.7534779983488
30027,"Montana","Fergus",11050,4350.51,37,NA,0.042985,3.7415686,7.892655,1.7126465,0.124345,0.937478,NA,32585,0,455,2.53993209991472
30029,"Montana","Flathead",103806,5256.6,37,NA,0.03839225,6.59666153333333,17.9664523888889,NA,NA,NA,NA,35185,0,4528,19.7477456911311
30031,"Montana","Gallatin",114434,2532.73,25,NA,NA,0.9180266,NA,4.4909775,1.69954,3.42061,0.206477,36117,0,2305,45.182076257635
30033,"Montana","Garfield",1258,4847.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,27730,0,350,0.259506648568588
30035,"Montana","Glacier",13753,3037.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,25349,984,613,4.52830312928037
30037,"Montana","Golden Valley",821,1176.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,27449,0,17,0.69788000884038
30039,"Montana","Granite",3379,1733.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,30022,0,261,1.94960678987058
30041,"Montana","Hill",16484,2916.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,33792,0,947,5.6528135469999
30043,"Montana","Jefferson",12221,1658.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,34999,0,293,7.36697430209357
30045,"Montana","Judith Basin",2007,1870.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,27633,0,81,1.07283175197113
30047,"Montana","Lake",30458,1653.75,7,NA,NA,NA,NA,NA,NA,NA,NA,25853,0,936,18.4175359032502
30049,"Montana","Lewis and Clark",69432,3497.63,40,0.35267,0.041764,5.29938891780822,NA,NA,0.05734,NA,0.1211865,36553,0,2819,19.8511563544457
30051,"Montana","Liberty",2337,1447.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,32644,69,140,1.61486477148662
30053,"Montana","Lincoln",19980,3675.22,36,NA,NA,11.5399949333333,16.6967586666667,NA,NA,NA,NA,25156,0,471,5.43640924897013
30055,"Montana","McCone",1664,2682.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,24857,0,253,0.620238254983525
30057,"Montana","Madison",8600,3602.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,34078,3248,179,2.38694617991468
30059,"Montana","Meagher",1862,2394.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,28356,0,180,0.777495229386146
30061,"Montana","Mineral",4397,1223.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,26058,0,144,3.59399393508415
30063,"Montana","Missoula",119600,2618.39,40,NA,NA,7.7832482,17.0556051666667,NA,NA,NA,NA,33587,0,5236,45.6769236057272
30065,"Montana","Musselshell",4633,1870.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,23909,0,233,2.47629533817226
30067,"Montana","Park",16606,2666.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,32140,0,402,6.22710210632497
30069,"Montana","Petroleum",487,1674.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,25159,0,19,0.290911263104447
30071,"Montana","Phillips",3954,5212.22,34,NA,0.04006325,4.01487086666667,7.68732416666667,1.399755,0.041911,0.798075,NA,26876,0,240,0.758601900917459
30073,"Montana","Pondera",5911,1639.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,29484,0,460,3.60464194459182
30075,"Montana","Powder River",1682,3298.02,38,NA,0.0438215,5.27488493333333,17.0994836666667,1.810891,0.037075,1.226871,NA,23088,0,96,0.510002971479858
30077,"Montana","Powell",6890,2332.71,6,NA,NA,NA,NA,NA,NA,NA,NA,22852,0,142,2.95364618833888
30079,"Montana","Prairie",1077,1742.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,28874,1372,67,0.618038459552051
30081,"Montana","Ravalli",43806,2400.39,14,NA,NA,4.6209286,NA,NA,NA,NA,NA,28511,0,799,18.2495344506518
30083,"Montana","Richland",10803,2103.08,37,0.619235,0.04312825,4.48403,10.0590658333333,2.121114,0.07418,1.479428,NA,36960,0,448,5.13675181162866
30085,"Montana","Roosevelt",11004,2369.7,10,NA,NA,NA,NA,NA,NA,NA,NA,23506,3145,398,4.64362577541461
30087,"Montana","Rosebud",8937,5026.96,36,NA,0.0421265,4.23625493333333,11.5569993333333,1.189838,0.023329,0.764392,NA,30364,0,379,1.77781402676767
30089,"Montana","Sanders",12113,2790.18,25,NA,NA,NA,12.3860591666667,NA,NA,NA,NA,23394,0,382,4.34129697725595
30091,"Montana","Sheridan",3309,1706.38,14,NA,NA,NA,NA,NA,NA,NA,NA,31783,0,572,1.93919291130932
30093,"Montana","Silver Bow",34915,718.99,20,NA,NA,5.84637905263158,20.2918355,NA,NA,NA,NA,35908,0,2793,48.5611760942433
30095,"Montana","Stillwater",9642,1804.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,32589,0,83,5.34268663663414
30097,"Montana","Sweet Grass",3737,1862.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,28448,26,357,2.00687395950808
30099,"Montana","Teton",6147,2292.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,34257,3010,324,2.68127036469988
30101,"Montana","Toole",4736,1945.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,32067,9488,504,2.43393530747962
30103,"Montana","Treasure",696,984.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,25248,0,57,0.707216452943687
30105,"Montana","Valley",7396,5062.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,31556,0,316,1.46105948542891
30107,"Montana","Wheatland",2126,1428.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,27423,0,156,1.48840986579108
30109,"Montana","Wibaux",969,890.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,27141,0,76,1.08861726508785
30111,"Montana","Yellowstone",161300,2649.11,21,1.6405395,NA,5.91653173333333,NA,NA,NA,NA,NA,38124,0,15926,60.8883738312112
31001,"Nebraska","Adams",31363,564.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,29371,0,36,55.589429093036
31003,"Nebraska","Antelope",6298,858.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,29248,0,22,7.33613670514508
31005,"Nebraska","Arthur",463,718.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,18853,0,5,0.644523637173562
31007,"Nebraska","Banner",745,746.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,26335,0,3,0.998084214192892
31009,"Nebraska","Blaine",465,714.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,19259,0,18,0.65090496787469
31011,"Nebraska","Boone",5192,687.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,30930,9972,0,7.55419758475193
31013,"Nebraska","Box Butte",10783,1077.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,33606,10212,69,10.0035253080006
31015,"Nebraska","Boyd",1919,544.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,22291,0,63,3.52342831962397
31017,"Nebraska","Brown",2955,1225.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,28135,3576,58,2.41194955719708
31019,"Nebraska","Buffalo",49659,975.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,31309,0,115,50.9161189775559
31021,"Nebraska","Burt",6459,497.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,30537,2663,0,12.992838751207
31023,"Nebraska","Butler",8016,584.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,30101,5188,14,13.7159283404343
31025,"Nebraska","Cass",26248,566.27,13,NA,NA,NA,15.904414,NA,NA,NA,NA,34610,0,2163,46.3524467126989
31027,"Nebraska","Cedar",8402,745.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,33056,0,2,11.2648486311104
31029,"Nebraska","Chase",3924,897.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,31406,4440,33,4.37131685363218
31031,"Nebraska","Cherry",5689,6009.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,27308,6963,0,0.946609494048956
31033,"Nebraska","Cheyenne",8910,1196.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,37010,0,126,7.44640842421963
31035,"Nebraska","Clay",6203,573.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,29337,39,141,10.8149103842667
31037,"Nebraska","Colfax",10709,418.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,30513,0,0,25.5822842263682
31039,"Nebraska","Cuming",8846,574.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,36387,0,39,15.3955933029343
31041,"Nebraska","Custer",10777,2576.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,33283,43,29,4.18327698440733
31043,"Nebraska","Dakota",20026,267.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,25569,0,104,74.8887476160203
31045,"Nebraska","Dawes",8589,1400.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,23537,0,27,6.13105860518238
31047,"Nebraska","Dawson",23595,1019.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,26240,17626,2,23.147330625699
31049,"Nebraska","Deuel",1794,440.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,31351,0,19,4.06959598938366
31051,"Nebraska","Dixon",5636,482.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,32742,0,19,11.674779906784
31053,"Nebraska","Dodge",36565,543.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,31243,62402,176,67.2175447626751
31055,"Nebraska","Douglas",571327,339.65,38,0.746771538461538,0.03720975,6.77077552941176,18.8258884,NA,1.362876,NA,0.278528,45946,36665,8939,1682.10510819962
31057,"Nebraska","Dundy",1693,920.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,33356,3949,0,1.83853872551149
31059,"Nebraska","Fillmore",5462,576.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,33949,6041,0,9.47178580099192
31061,"Nebraska","Franklin",2979,576.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,28393,3273,20,5.17070799993057
31063,"Nebraska","Frontier",2627,980.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,34391,4998,17,2.68031139361908
31065,"Nebraska","Furnas",4676,720.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,28689,0,58,6.48966732821673
31067,"Nebraska","Gage",21513,859.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,33076,0,71,25.0154071558972
31069,"Nebraska","Garden",1837,1731.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,31989,4188,14,1.06114432602605
31071,"Nebraska","Garfield",1969,571.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,28712,0,10,3.44616353962475
31073,"Nebraska","Gosper",1990,462.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,28771,0,6,4.30019232015904
31075,"Nebraska","Grant",623,783.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,12358,0,15,0.795383456534784
31077,"Nebraska","Greeley",2356,570.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,29263,0,44,4.12797420892175
31079,"Nebraska","Hall",61353,552.25,19,NA,NA,5.064948,NA,NA,NA,NA,NA,33223,0,1203,111.096423721141
31081,"Nebraska","Hamilton",9324,546.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,30294,0,282,17.0531860414076
31083,"Nebraska","Harlan",3380,574.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,27667,2783,25,5.88645071403692
31085,"Nebraska","Hayes",922,713.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,25360,0,8,1.29245692978398
31087,"Nebraska","Hitchcock",2762,718.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,26239,0,0,3.84347777685007
31089,"Nebraska","Holt",10067,2417.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,31910,0,44,4.16370253949872
31091,"Nebraska","Hooker",682,721.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,18294,951,12,0.945200543282424
31093,"Nebraska","Howard",6445,575.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,28353,4033,19,11.1937058200323
31095,"Nebraska","Jefferson",7046,575.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,32691,0,0,12.2426285336994
31097,"Nebraska","Johnson",5071,376.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,30010,3041,66,13.4566394225666
31099,"Nebraska","Kearney",6495,516.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,33384,3900,0,12.5835512932287
31101,"Nebraska","Keith",8034,1109.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,28303,0,197,7.23881605622381
31103,"Nebraska","Keya Paha",806,774.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,21254,0,0,1.0410612107826
31105,"Nebraska","Kimball",3632,952.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,30250,4344,114,3.81360381360381
31107,"Nebraska","Knox",8332,1139.75,35,NA,0.0418725,NA,NA,NA,NA,NA,NA,26975,0,15,7.31037508225488
31109,"Nebraska","Lancaster",319090,846.73,31,0.76713325,0.0390255,6.4138445,NA,NA,NA,NA,NA,35360,0,18901,376.849763206689
31111,"Nebraska","Lincoln",34914,2575.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,31184,44,292,13.5574133974302
31113,"Nebraska","Logan",748,571.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,26897,0,8,1.30956966280332
31115,"Nebraska","Loup",664,571.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,8579,0,12,1.16274997373306
31117,"Nebraska","McPherson",494,860.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,15913,0,2,0.574378531730344
31119,"Nebraska","Madison",35099,575.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,31916,1463,110,61.0321862664974
31121,"Nebraska","Merrick",7755,494.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,29338,6478,0,15.6859968850503
31123,"Nebraska","Morrill",4642,1429.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,27599,2737,25,3.2463354593264
31125,"Nebraska","Nance",3519,448.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,31190,3028,0,7.85350830208891
31127,"Nebraska","Nemaha",6972,411.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,32920,4500,0,16.9260275302857
31129,"Nebraska","Nuckolls",4148,576,NA,NA,NA,NA,NA,NA,NA,NA,NA,28490,0,4,7.20138888888889
31131,"Nebraska","Otoe",16012,619.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,29802,4602,0,25.8625145367619
31133,"Nebraska","Pawnee",2613,432.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,30441,3398,17,6.03506016583135
31135,"Nebraska","Perkins",2891,884.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,33292,8188,23,3.26914161003245
31137,"Nebraska","Phelps",9034,540.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,34413,168,0,16.710443564796
31139,"Nebraska","Pierce",7148,575.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,29560,3717,87,12.4246058646643
31141,"Nebraska","Platte",33470,689.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,32779,0,211,48.5684849012523
31143,"Nebraska","Polk",5213,441.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,32433,3031,21,11.8173780971596
31145,"Nebraska","Red Willow",10724,718.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,30516,0,136,14.933853223785
31147,"Nebraska","Richardson",7865,555.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,30960,0,0,14.1461923090759
31149,"Nebraska","Rock",1357,1011.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,23001,202,64,1.34102835232382
31151,"Nebraska","Saline",14224,576.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,30142,14501,122,24.6910151367866
31153,"Nebraska","Sarpy",187196,247.29,29,NA,NA,7.8450654,NA,NA,NA,NA,NA,36356,0,659,756.989769097012
31155,"Nebraska","Saunders",21578,758.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,35402,7567,238,28.4328840046909
31157,"Nebraska","Scotts Bluff",35618,745.57,19,NA,NA,4.835398,NA,NA,NA,NA,NA,30894,0,188,47.7728449374304
31159,"Nebraska","Seward",17284,575.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,33486,0,74,30.02049536249
31161,"Nebraska","Sheridan",5246,2470.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,24623,10642,45,2.12378345991288
31163,"Nebraska","Sherman",3001,571.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,29090,0,13,5.24962390231956
31165,"Nebraska","Sioux",1166,2067.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,19503,0,0,0.563985237710588
31167,"Nebraska","Stanton",5920,431.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,31392,4,17,13.7329498005011
31169,"Nebraska","Thayer",5003,575.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,34720,6053,0,8.6954254727475
31171,"Nebraska","Thomas",722,713.69,13,NA,NA,NA,NA,NA,NA,NA,NA,18735,0,0,1.01164371085485
31173,"Nebraska","Thurston",7224,396.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,25507,4401,24,18.2299947005829
31175,"Nebraska","Valley",4158,570.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,27986,8725,32,7.28783257966137
31177,"Nebraska","Washington",20729,393.79,25,NA,NA,6.512931,NA,NA,NA,NA,NA,37113,0,1,52.6397318367658
31179,"Nebraska","Wayne",9385,443.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,29370,0,31,21.1602633477633
31181,"Nebraska","Webster",3487,575.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,31402,2163,33,6.06392598775737
31183,"Nebraska","Wheeler",783,575.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,26742,0,0,1.36029603377287
31185,"Nebraska","York",13679,576.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,32536,0,240,23.7466148184154
32001,"Nevada","Churchill",24909,5023.65,41,NA,0.044342,NA,NA,NA,NA,NA,NA,36806,55,583,4.95834701860201
32003,"Nevada","Clark",2266715,8091.05,54,0.70311075,0.048998875,6.28445806382979,20.7215030555556,21.8353444285714,13.588083,NA,0.3032565,39188,415452,50471,280.150907484195
32005,"Nevada","Douglas",48905,737.67,13,NA,NA,3.8483276,NA,NA,NA,NA,NA,56555,0,3994,66.296582482682
32007,"Nevada","Elko",52778,17204.04,14,NA,NA,NA,17.064279,NA,NA,NA,NA,34869,0,1945,3.06776780337642
32009,"Nevada","Esmeralda",873,3589.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,40156,0,105,0.243230366740128
32011,"Nevada","Eureka",2029,4180.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,32622,0,758,0.485377668799713
32013,"Nevada","Humboldt",16831,9658.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,30687,14503,170,1.74262457006425
32015,"Nevada","Lander",5532,5519.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,36994,6419,232,1.00223927647455
32017,"Nevada","Lincoln",5183,10637.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,21988,0,141,0.487241291137717
32019,"Nevada","Lyon",57510,2016.49,39,NA,0.0416055,NA,26.4908263333333,NA,NA,NA,NA,26247,0,1651,28.5198538053747
32021,"Nevada","Mineral",4505,3813.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,28344,7168,186,1.18143172216292
32023,"Nevada","Nye",46523,18159.71,15,NA,NA,NA,17.2154379375,NA,NA,NA,NA,30799,13123,1894,2.56188011812964
32027,"Nevada","Pershing",6725,6067.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,21988,5371,186,1.10829299806028
32029,"Nevada","Storey",4123,263.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,37695,0,14,15.6286721504113
32031,"Nevada","Washoe",471519,6551.48,46,0.1877524,0.0433798214285714,4.64450533333333,18.1460963636364,17.557748,4.704741,16.300062,0.28037775,45410,0,12633,71.9713713542589
32033,"Nevada","White Pine",9580,8897.17,44,NA,0.04850575,NA,NA,NA,NA,NA,NA,37176,0,250,1.07674687569193
32510,"Nevada","Carson City",55916,155.85,41,NA,0.0458625,4.22225488888889,NA,NA,NA,NA,NA,41717,71887,3252,358.780879050369
33001,"New Hampshire","Belknap",61303,468.59,31,NA,0.03750125,3.30578215384615,NA,NA,NA,NA,NA,38176,27,1064,130.82438805779
33003,"New Hampshire","Carroll",48910,992.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,38655,0,1313,49.2885359561432
33005,"New Hampshire","Cheshire",76085,729.21,34,NA,0.03900925,5.42377144444444,NA,NA,NA,NA,NA,36507,0,1346,104.338942142867
33007,"New Hampshire","Coos",31563,1831.72,40,NA,0.039978125,NA,NA,NA,NA,NA,NA,31179,23,1878,17.2313454021357
33009,"New Hampshire","Grafton",89886,1750.3,33,NA,0.035052125,4.8752848,NA,NA,NA,NA,NA,44894,22,1811,51.354624921442
33011,"New Hampshire","Hillsborough",417025,892.28,37,0.5188976,0.039999375,3.15991055555556,NA,NA,NA,NA,0.1370055,43625,37,6886,467.370108037836
33013,"New Hampshire","Merrimack",151391,956.56,27,1.002705,0.038802,NA,NA,NA,NA,NA,NA,38661,20,1815,158.266078447771
33015,"New Hampshire","Rockingham",309769,794.04,37,1.0839148,0.0391430833333333,4.89121311111111,11.6414335,4.2911455,0.664727,NA,0.158987,47196,62,4345,390.117626316055
33017,"New Hampshire","Strafford",130633,383.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,33662,16,624,340.234405521552
33019,"New Hampshire","Sullivan",43146,551.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,36362,0,538,78.165875575202
34001,"New Jersey","Atlantic",263670,671.47,37,0.08909,0.042285,6.54855692307692,NA,NA,NA,NA,NA,36325,0,9488,392.675771069445
34003,"New Jersey","Bergen",932202,246.82,44,NA,0.043084,9.27379122222222,NA,24.0373575,9.449977,26.196806,0.2392095,67125,155009,28978,3776.84952597034
34005,"New Jersey","Burlington",445349,819.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,44077,10078,9922,543.453165421975
34007,"New Jersey","Camden",506471,227.59,44,0.6791558,0.045565,8.95975,16.943662,16.9264135,4.363591,15.844669,0.2384345,39266,15500,23288,2225.36578935806
34009,"New Jersey","Cape May",92039,620.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,42052,0,10714,148.380596172758
34011,"New Jersey","Cumberland",149527,676.57,40,NA,0.04524875,7.81418,NA,10.62639,3.547371,9.947005,NA,29599,0,10770,221.007434559617
34013,"New Jersey","Essex",798975,129.59,41,0.2664598,0.03670175,8.47025133333333,13.018519,23.794938,6.787947,22.943548,0.2964785,50156,27320,45602,6165.40628134887
34015,"New Jersey","Gloucester",291636,337,37,NA,0.04235825,7.138983,NA,NA,NA,NA,NA,37331,0,7971,865.388724035608
34017,"New Jersey","Hudson",672391,62.26,41,0.569062,0.04094125,8.18654882352941,15.2135245,25.66194725,10.330825,28.931213,0.322695,39292,9068,35337,10799.7269514937
34019,"New Jersey","Hunterdon",124371,437.85,39,NA,0.044272,7.7964546,NA,NA,NA,NA,NA,66449,0,3300,284.049331963001
34021,"New Jersey","Mercer",367430,228.87,41,NA,0.04499475,7.59987455555556,NA,NA,NA,NA,NA,52255,0,16384,1605.40918425307
34023,"New Jersey","Middlesex",825062,322.65,40,NA,0.045219,7.39608522222222,NA,16.0534905,2.993396,16.786865,NA,46674,4310,25904,2557.14241438091
34025,"New Jersey","Monmouth",618795,665.34,37,NA,0.04200475,NA,NA,NA,NA,NA,NA,54801,0,12857,930.043286139417
34027,"New Jersey","Morris",491845,481.36,36,0.2069974,0.04353825,5.553097,NA,5.5304345,0.613318,3.888855,NA,71713,873,12416,1021.78203423633
34029,"New Jersey","Ocean",607186,915.9,38,NA,0.04546625,6.25942,NA,NA,NA,NA,NA,37228,6,7761,662.939185500601
34031,"New Jersey","Passaic",501826,197.07,39,NA,0.04207275,7.673451,NA,NA,NA,NA,NA,39389,0,43971,2546.4352768052
